 M16K   61.0224 -158.9593 GD 15 15  3.05  0.62   57
 CAPN   60.7683 -151.1539 GD 35 35  2.96  0.93   61
  GLI   60.8792 -147.0959 GD 59 59  2.74  0.90   63
  BMR   60.9677 -144.6051 GD 57 57  2.90  0.95   64
  CRQ   60.7523 -143.0926 GD 50 50  2.83  0.89   65
 LOGN   60.8240 -141.0048 GD 39 39  2.80  0.95   66
 L22K   62.5258 -150.7703 GD 35 35  3.11  1.03   78
 WAT7   62.8331 -148.8476 GD 50 50  3.23  1.11   79
  DHY   63.0753 -147.3759 GD 50 50  3.35  1.05   80
  PAX   62.9699 -145.4699 GD 48 48  3.30  1.01   81
 L26K   63.0254 -143.3478 GD 36 36  3.30  1.03   82
 GCSA   64.7461 -156.8792 GD 16 16  2.58  1.09   92
 H20K   65.4924 -154.8808 GD 22 22  2.84  1.16   93
  MLY   65.0304 -150.7442 GD 33 33  3.32  1.27   95
 I23K   65.1479 -149.3603 GD 31 31  3.47  1.23   96
 POKR   65.1171 -147.4335 GD 32 32  3.28  1.19   97
 J25K   64.6130 -145.3697 GD 30 30  3.55  1.05   98
 F21K   67.2221 -153.4830 GD 17 17  2.99  1.15  111
 PS05   66.8133 -150.6646 GD 21 21  3.19  1.15  112
 G24K   66.7004 -147.4754 GD 22 22  3.42  1.25  114
 D22K   68.8799 -152.6821 GD 15 15  3.06  0.99  128
