 OHAK   57.2225 -153.2875 GD 36 36  6.93  2.72   26
 Q18K   58.6484 -155.0086 GD 53 53  7.06  2.50   42
 AUSB   59.3330 -153.4284 GD 64 64  7.17  2.26   43
 SPWE   61.2735 -152.5590 GD 62 62  7.97  3.16   60
 CAPN   60.7683 -151.1539 GD 64 64  7.27  2.27   61
  GLI   60.8792 -147.0959 GD 56 56  6.66  2.56   63
  BMR   60.9677 -144.6051 GD 54 54  7.47  3.43   64
  CRQ   60.7523 -143.0926 GD 52 52  8.18  4.07   65
 LOGN   60.8240 -141.0048 GD 44 44  9.32  4.46   66
 BRWY   61.3704 -139.0338 GD 30 30 10.78  4.49   67
 L22K   62.5258 -150.7703 GD 50 50  9.24  3.69   78
 WAT7   62.8331 -148.8476 GD 65 65  9.16  3.88   79
  DHY   63.0753 -147.3759 GD 55 55  9.35  3.94   80
  PAX   62.9699 -145.4699 GD 57 57  8.78  3.22   81
 L26K   63.0254 -143.3478 GD 47 47  8.85  3.00   82
  MLY   65.0304 -150.7442 GD 34 34 12.11  4.45   95
 I23K   65.1479 -149.3603 GD 34 34 11.75  4.43   96
 PS08   64.5422 -146.8221 GD 40 40 10.74  4.00   97
 J25K   64.6130 -145.3697 GD 37 37 10.35  3.71   98
 I26K   65.3064 -143.1541 GD 22 22  9.04  2.23   99
 PS05   66.8133 -150.6646 GD 17 17 11.03  5.43  112
  FYU   66.5657 -145.2342 GD 17 17 10.03  4.16  115
