 BLDW   55.1909 -162.7877 GD 15 15  2.37  0.82    4
 BPPC   56.5843 -158.8258 GD 30 30  2.56  0.70   23
 Q18K   58.6484 -155.0086 GD 54 54  2.85  0.77   42
 AUSB   59.3330 -153.4284 GD 61 61  2.94  0.89   43
 M16K   61.0224 -158.9593 GD 16 16  3.07  0.93   57
 SPNN   61.3662 -152.7012 GD 56 56  3.16  1.04   60
 CAPN   60.7683 -151.1539 GD 55 55  3.06  1.06   61
  BMR   60.9677 -144.6051 GD 46 46  3.30  1.57   64
  CRQ   60.7523 -143.0926 GD 43 43  3.30  1.62   65
 LOGN   60.8240 -141.0048 GD 39 39  3.40  1.62   66
 BRWY   61.3704 -139.0338 GD 27 27  3.21  1.45   67
 L22K   62.5258 -150.7703 GD 45 45  3.27  1.06   78
 WAT7   62.8331 -148.8476 GD 60 60  3.77  1.60   79
  DHY   63.0753 -147.3759 GD 52 52  3.81  1.65   80
  PAX   62.9699 -145.4699 GD 50 50  3.86  1.74   81
 L26K   63.0254 -143.3478 GD 44 44  3.82  1.71   82
 GCSA   64.7461 -156.8792 GD 14 14  3.76  1.76   92
 H20K   65.4924 -154.8808 GD 20 20  3.71  1.64   93
  MLY   65.0304 -150.7442 GD 36 36  4.18  1.49   95
 I23K   65.1479 -149.3603 GD 37 37  4.16  1.46   96
 POKR   65.1171 -147.4335 GD 39 39  4.12  1.49   97
 J25K   64.6130 -145.3697 GD 35 35  4.07  1.52   98
 I26K   65.3064 -143.1541 GD 22 22  4.33  1.72   99
 PS05   66.8133 -150.6646 GD 23 23  4.57  2.01  112
 G24K   66.7004 -147.4754 GD 25 25  4.89  2.02  114
  FYU   66.5657 -145.2342 GD 22 22  4.86  2.28  115
 D22K   68.8799 -152.6821 GD 16 16  4.19  2.27  128
