 M16K   61.0224 -158.9593 GD 14 14  3.10  0.56   57
 CAPN   60.7683 -151.1539 GD 31 31  2.69  0.73   61
  GLI   60.8792 -147.0959 GD 54 54  2.44  0.66   63
  BMR   60.9677 -144.6051 GD 48 48  2.45  0.71   64
  CRQ   60.7523 -143.0926 GD 42 42  2.43  0.74   65
 LOGN   60.8240 -141.0048 GD 33 33  2.48  0.81   66
 L22K   62.5258 -150.7703 GD 32 32  2.93  0.60   78
 WAT7   62.8331 -148.8476 GD 49 49  3.22  0.91   79
  DHY   63.0753 -147.3759 GD 49 49  3.27  0.96   80
  PAX   62.9699 -145.4699 GD 48 48  3.12  1.12   81
 L26K   63.0254 -143.3478 GD 37 37  3.13  1.20   82
 GCSA   64.7461 -156.8792 GD 14 14  3.38  0.93   92
 H20K   65.4924 -154.8808 GD 19 19  3.77  1.19   93
  MLY   65.0304 -150.7442 GD 33 33  3.88  1.16   95
 I23K   65.1479 -149.3603 GD 34 34  3.93  1.13   96
 POKR   65.1171 -147.4335 GD 35 35  4.01  1.28   97
 J25K   64.6130 -145.3697 GD 33 33  3.79  1.22   98
 PS05   66.8133 -150.6646 GD 20 20  4.07  1.37  112
 G24K   66.7004 -147.4754 GD 20 20  4.30  1.28  114
  FYU   66.5657 -145.2342 GD 17 17  4.11  1.13  115
