 OHAK   57.2225 -153.2875 GD 30 30  2.88  0.74   26
 Q18K   58.6484 -155.0086 GD 49 49  2.93  0.76   42
 AUSB   59.3330 -153.4284 GD 61 61  2.96  0.77   43
 M16K   61.0224 -158.9593 GD 19 19  3.33  1.29   57
 SPWE   61.2735 -152.5590 GD 68 68  2.91  0.79   60
 CAPN   60.7683 -151.1539 GD 69 69  2.84  0.71   61
  GLI   60.8792 -147.0959 GD 63 63  2.85  0.80   63
  BMR   60.9677 -144.6051 GD 62 62  2.85  0.87   64
  CRQ   60.7523 -143.0926 GD 59 59  2.76  0.80   65
 LOGN   60.8240 -141.0048 GD 52 52  2.82  0.82   66
 BRWY   61.3704 -139.0338 GD 38 38  2.83  0.78   67
 J17K   63.3965 -159.0777 GD 14 14  3.94  1.36   74
 L22K   62.5258 -150.7703 GD 52 52  3.29  1.09   78
 WAT7   62.8331 -148.8476 GD 64 64  3.24  1.03   79
  DHY   63.0753 -147.3759 GD 54 54  3.23  1.04   80
 L26K   63.0254 -143.3478 GD 44 44  3.09  0.80   82
 GCSA   64.7461 -156.8792 GD 16 16  4.46  1.26   92
 H20K   65.4924 -154.8808 GD 22 22  4.78  1.55   93
 I23K   65.1479 -149.3603 GD 33 33  4.04  1.48   96
 PS08   64.5422 -146.8221 GD 36 36  3.65  1.20   97
 J25K   64.6130 -145.3697 GD 34 34  3.56  1.14   98
 I26K   65.3064 -143.1541 GD 23 23  3.23  0.76   99
 E19K   67.4572 -157.2316 GD 15 15  3.75  1.59  109
 F21K   67.2221 -153.4830 GD 20 20  4.29  1.79  111
 PS05   66.8133 -150.6646 GD 25 25  4.04  1.70  112
 G24K   66.7004 -147.4754 GD 25 25  3.93  1.46  114
  FYU   66.5657 -145.2342 GD 23 23  3.64  1.32  115
 D20K   68.7132 -156.6132 GD 15 15  3.76  1.72  126
 C21K   69.1565 -154.7833 GD 16 16  3.52  1.59  127
 D22K   68.8799 -152.6821 GD 19 19  4.03  1.81  128
 D24K   69.1532 -148.8233 GD 16 16  3.90  1.50  130
