 OHAK   57.2225 -153.2875 GD 26 26  2.50  0.74   26
 AUSB   59.3330 -153.4284 GD 50 50  2.90  1.01   43
 M16K   61.0224 -158.9593 GD 15 15  2.55  0.57   57
 SPNN   61.3662 -152.7012 GD 56 56  3.27  0.97   60
 CAPN   60.7683 -151.1539 GD 58 58  3.18  0.94   61
  GLI   60.8792 -147.0959 GD 53 53  3.28  0.91   63
  BMR   60.9677 -144.6051 GD 53 53  3.19  0.96   64
  CRQ   60.7523 -143.0926 GD 51 51  3.09  1.02   65
 LOGN   60.8240 -141.0048 GD 44 44  3.22  1.07   66
 BRWY   61.3704 -139.0338 GD 32 32  3.22  1.21   67
 WAT7   62.8331 -148.8476 GD 62 62  3.30  0.76   79
  DHY   63.0753 -147.3759 GD 54 54  3.28  0.74   80
  PAX   62.9699 -145.4699 GD 54 54  3.28  0.86   81
 GCSA   64.7461 -156.8792 GD 14 14  3.09  0.91   92
 H20K   65.4924 -154.8808 GD 20 20  3.09  0.85   93
  MLY   65.0304 -150.7442 GD 36 36  3.22  0.86   95
 I23K   65.1479 -149.3603 GD 36 36  3.19  0.81   96
 POKR   65.1171 -147.4335 GD 38 38  3.10  0.76   97
 J25K   64.6130 -145.3697 GD 36 36  3.21  0.77   98
 PS05   66.8133 -150.6646 GD 21 21  2.84  0.81  112
 G24K   66.7004 -147.4754 GD 24 24  2.93  0.79  114
  FYU   66.5657 -145.2342 GD 21 21  2.80  0.73  115
