 T42A   37.0301  -91.0927 GD 35 35  2.70  0.79    2
 T45A   37.0196  -88.6447 GD 40 40  2.85  1.04    3
 T47A   36.9881  -87.1055 GD 28 28  2.91  1.20    4
 Q41A   38.9539  -91.2317 GD 31 31  2.86  0.80    7
 Q44A   38.9032  -89.0170 GD 43 43  3.08  1.11    8
 Q46A   39.0231  -87.3575 GD 37 37  3.52  1.49    9
 N41A   40.7077  -90.8552 GD 35 35  2.94  0.85   12
 N43A   40.9394  -89.1735 GD 44 44  3.31  1.33   13
 N46A   40.8949  -86.7352 GD 26 26  3.77  1.54   14
 K40A   42.6999  -91.1383 GD 34 34  2.81  0.91   17
 J42A   43.3179  -89.1234 GD 38 38  2.97  1.29   18
 SPMN   45.2246  -92.8037 GD 19 19  2.87  1.05   21
 G39A   45.2867  -91.1698 GD 29 29  2.93  1.22   22
 G41A   45.2118  -89.1816 GD 36 36  3.13  1.18   23
 D41A   47.0605  -88.5657 GD 18 18  3.29  1.31   28
