 T42A   37.0301  -91.0927 GD 35 35  7.90  2.11    2
 T45A   37.0196  -88.6447 GD 40 40  7.41  2.43    3
 T47A   36.9881  -87.1055 GD 28 28  6.93  2.44    4
 Q41A   38.9539  -91.2317 GD 31 31  7.44  2.12    7
 Q44A   38.9032  -89.0170 GD 43 43  6.70  1.65    8
 Q46A   39.0231  -87.3575 GD 37 37  6.85  2.19    9
 N41A   40.7077  -90.8552 GD 35 35  7.42  1.63   12
 N43A   40.9394  -89.1735 GD 44 44  7.24  1.83   13
 N46A   40.8949  -86.7352 GD 26 26  7.03  1.96   14
 K40A   42.6999  -91.1383 GD 34 34  6.36  1.95   17
 J42A   43.3179  -89.1234 GD 38 38  6.02  1.94   18
 G39A   45.2867  -91.1698 GD 28 28  4.77  1.21   22
 G41A   45.2118  -89.1816 GD 36 36  4.98  1.38   23
 D41A   47.0605  -88.5657 GD 18 18  5.09  1.55   28
