 BPPC   56.5843 -158.8258 GD 32 32  4.44  1.52   23
 OHAK   57.2225 -153.2875 GD 34 34  4.69  1.54   26
 Q18K   58.6484 -155.0086 GD 63 63  3.84  1.66   42
 AUSB   59.3330 -153.4284 GD 70 70  3.51  1.70   43
 M16K   61.0224 -158.9593 GD 15 15  4.07  2.41   57
 SPNN   61.3662 -152.7012 GD 65 65  2.34  0.72   60
 CAPN   60.7683 -151.1539 GD 68 68  2.36  0.72   61
  GLI   60.8792 -147.0959 GD 64 64  2.18  0.52   63
 GOAT   60.5805 -144.7292 GD 54 54  2.17  0.56   64
  CRQ   60.7523 -143.0926 GD 55 55  2.22  0.58   65
 LOGN   60.8240 -141.0048 GD 46 46  2.22  0.54   66
 BRWY   61.3704 -139.0338 GD 33 33  2.18  0.52   67
 L22K   62.5258 -150.7703 GD 55 55  1.99  0.44   78
 WAT7   62.8331 -148.8476 GD 66 66  1.99  0.51   79
  DHY   63.0753 -147.3759 GD 56 56  1.98  0.49   80
  PAX   62.9699 -145.4699 GD 55 55  1.99  0.51   81
 L26K   63.0254 -143.3478 GD 44 44  2.03  0.49   82
 GCSA   64.7461 -156.8792 GD 14 14  1.81  0.40   92
 H20K   65.4924 -154.8808 GD 22 22  1.92  0.48   93
  MLY   65.0304 -150.7442 GD 38 38  1.98  0.54   95
 I23K   65.1479 -149.3603 GD 38 38  1.96  0.53   96
 POKR   65.1171 -147.4335 GD 40 40  1.99  0.59   97
 J25K   64.6130 -145.3697 GD 37 37  1.98  0.54   98
 I26K   65.3064 -143.1541 GD 24 24  2.13  0.65   99
 E19K   67.4572 -157.2316 GD 14 14  2.74  0.89  109
 F21K   67.2221 -153.4830 GD 21 21  2.58  0.89  111
 PS05   66.8133 -150.6646 GD 27 27  2.34  0.88  112
 G24K   66.7004 -147.4754 GD 27 27  2.16  0.80  114
  FYU   66.5657 -145.2342 GD 23 23  2.25  0.86  115
 D20K   68.7132 -156.6132 GD 14 14  3.34  0.91  126
 C21K   69.1565 -154.7833 GD 16 16  3.29  0.82  127
 D22K   68.8799 -152.6821 GD 20 20  3.37  0.96  128
 D24K   69.1532 -148.8233 GD 16 16  3.73  1.14  130
