 BPPC   56.5843 -158.8258 GD 27 27  3.67  1.43   23
 Q18K   58.6484 -155.0086 GD 54 54  3.91  1.27   42
 AUSB   59.3330 -153.4284 GD 58 58  4.11  1.35   43
 M16K   61.0224 -158.9593 GD 16 16  4.94  1.46   57
 SPNN   61.3662 -152.7012 GD 55 55  4.76  1.69   60
 CAPN   60.7683 -151.1539 GD 56 56  4.69  1.65   61
  GLI   60.8792 -147.0959 GD 52 52  5.32  1.94   63
  BMR   60.9677 -144.6051 GD 47 47  5.98  2.30   64
  CRQ   60.7523 -143.0926 GD 44 44  6.03  2.46   65
 LOGN   60.8240 -141.0048 GD 39 39  6.34  2.61   66
 BRWY   61.3704 -139.0338 GD 27 27  6.59  2.70   67
 L22K   62.5258 -150.7703 GD 45 45  6.00  2.09   78
 WAT7   62.8331 -148.8476 GD 59 59  6.31  2.23   79
  DHY   63.0753 -147.3759 GD 54 54  6.50  2.46   80
  PAX   62.9699 -145.4699 GD 51 51  6.75  2.56   81
 L26K   63.0254 -143.3478 GD 42 42  7.02  2.67   82
 H20K   65.4924 -154.8808 GD 19 19  7.19  2.63   93
  MLY   65.0304 -150.7442 GD 35 35  7.20  2.50   95
 I23K   65.1479 -149.3603 GD 36 36  7.16  2.49   96
 POKR   65.1171 -147.4335 GD 37 37  7.27  2.57   97
 J25K   64.6130 -145.3697 GD 34 34  7.28  2.68   98
 PS05   66.8133 -150.6646 GD 21 21  7.16  2.31  112
 G24K   66.7004 -147.4754 GD 22 22  7.62  2.68  114
  FYU   66.5657 -145.2342 GD 20 20  8.25  2.69  115
