 T42A   37.0301  -91.0927 GD 36 36  7.01  1.98    2
 T45A   37.0196  -88.6447 GD 41 41  7.05  2.19    3
 T47A   36.9881  -87.1055 GD 28 28  6.97  2.26    4
 Q41A   38.9539  -91.2317 GD 32 32  6.19  2.23    7
 Q44A   38.9032  -89.0170 GD 44 44  5.88  2.14    8
 Q46A   39.0231  -87.3575 GD 38 38  5.55  2.31    9
 N41A   40.7077  -90.8552 GD 35 35  5.52  2.06   12
 N43A   40.9394  -89.1735 GD 44 44  5.04  1.98   13
 N46A   40.8949  -86.7352 GD 26 26  4.64  1.92   14
 K40A   42.6999  -91.1383 GD 34 34  4.95  1.41   17
 J42A   43.3179  -89.1234 GD 38 38  4.85  1.65   18
 SPMN   45.2246  -92.8037 GD 19 19  6.27  1.70   21
 G39A   45.2867  -91.1698 GD 29 29  6.01  1.88   22
 G41A   45.2118  -89.1816 GD 36 36  5.38  2.03   23
 D41A   47.0605  -88.5657 GD 18 18  5.27  2.41   28
