 OHAK   57.2225 -153.2875 GD 29 29  3.44  1.13   26
 Q18K   58.6484 -155.0086 GD 48 48  3.36  1.00   42
 AUSB   59.3330 -153.4284 GD 61 61  3.50  1.03   43
 M16K   61.0224 -158.9593 GD 18 18  3.33  0.91   57
 SPWE   61.2735 -152.5590 GD 65 65  3.50  0.80   60
 CAPN   60.7683 -151.1539 GD 65 65  3.43  0.82   61
  GLI   60.8792 -147.0959 GD 63 63  3.68  1.15   63
  BMR   60.9677 -144.6051 GD 62 62  3.73  1.20   64
  CRQ   60.7523 -143.0926 GD 60 60  3.69  1.27   65
 LOGN   60.8240 -141.0048 GD 52 52  3.84  1.32   66
 BRWY   61.3704 -139.0338 GD 37 37  3.91  1.40   67
 J17K   63.3965 -159.0777 GD 14 14  3.08  0.97   74
 WAT7   62.8331 -148.8476 GD 67 67  3.58  0.92   79
  DHY   63.0753 -147.3759 GD 58 58  3.52  0.96   80
  PAX   62.9699 -145.4699 GD 56 56  3.58  1.07   81
 L26K   63.0254 -143.3478 GD 46 46  3.66  1.14   82
 GCSA   64.7461 -156.8792 GD 17 17  3.08  0.81   92
 H20K   65.4924 -154.8808 GD 24 24  3.42  0.91   93
  MLY   65.0304 -150.7442 GD 39 39  3.64  1.10   95
 I23K   65.1479 -149.3603 GD 38 38  3.62  1.06   96
 POKR   65.1171 -147.4335 GD 41 41  3.60  1.11   97
 J25K   64.6130 -145.3697 GD 39 39  3.66  1.25   98
 I26K   65.3064 -143.1541 GD 25 25  3.67  1.19   99
 E19K   67.4572 -157.2316 GD 15 15  3.81  1.02  109
 F21K   67.2221 -153.4830 GD 22 22  4.24  1.31  111
 PS05   66.8133 -150.6646 GD 28 28  4.26  1.42  112
 G24K   66.7004 -147.4754 GD 28 28  4.06  1.46  114
  FYU   66.5657 -145.2342 GD 24 24  4.03  1.42  115
 D20K   68.7132 -156.6132 GD 15 15  4.34  1.08  126
 C21K   69.1565 -154.7833 GD 17 17  4.90  1.41  127
 D22K   68.8799 -152.6821 GD 20 20  4.77  1.21  128
 D24K   69.1532 -148.8233 GD 17 17  5.62  2.00  130
