 T42A   37.0301  -91.0927 GD 35 35  3.20  1.33    2
 T45A   37.0196  -88.6447 GD 40 40  3.06  1.21    3
 T47A   36.9881  -87.1055 GD 27 27  2.93  1.15    4
 Q41A   38.9539  -91.2317 GD 31 31  3.19  1.29    7
 Q44A   38.9032  -89.0170 GD 43 43  3.13  1.27    8
 Q46A   39.0231  -87.3575 GD 37 37  3.00  1.15    9
 N41A   40.7077  -90.8552 GD 35 35  3.08  0.99   12
 N43A   40.9394  -89.1735 GD 44 44  3.00  0.94   13
 N46A   40.8949  -86.7352 GD 26 26  2.86  0.92   14
 K40A   42.6999  -91.1383 GD 34 34  2.93  0.94   17
 J42A   43.3179  -89.1234 GD 38 38  3.03  0.91   18
 SPMN   45.2246  -92.8037 GD 19 19  2.86  1.07   21
 G39A   45.2867  -91.1698 GD 29 29  3.02  1.04   22
 G41A   45.2118  -89.1816 GD 35 35  3.00  1.08   23
