 T42A   37.0301  -91.0927 GD 36 36  3.00  0.78    2
 T45A   37.0196  -88.6447 GD 41 41  3.20  1.22    3
 T47A   36.9881  -87.1055 GD 28 28  3.29  1.38    4
 Q41A   38.9539  -91.2317 GD 32 32  2.74  0.76    7
 Q44A   38.9032  -89.0170 GD 44 44  2.88  1.03    8
 Q46A   39.0231  -87.3575 GD 38 38  3.06  1.35    9
 N41A   40.7077  -90.8552 GD 35 35  2.95  0.95   12
 N43A   40.9394  -89.1735 GD 44 44  2.72  0.75   13
 N46A   40.8949  -86.7352 GD 26 26  2.67  0.94   14
 K40A   42.6999  -91.1383 GD 34 34  3.21  1.08   17
 J42A   43.3179  -89.1234 GD 38 38  3.06  1.06   18
 SPMN   45.2246  -92.8037 GD 19 19  3.02  1.04   21
 G39A   45.2867  -91.1698 GD 29 29  2.92  1.02   22
 G41A   45.2118  -89.1816 GD 36 36  2.96  1.18   23
 D41A   47.0605  -88.5657 GD 18 18  2.72  1.19   28
