 M16K   61.0224 -158.9593 GD 15 15  3.72  1.60   57
 CAPN   60.7683 -151.1539 GD 35 35  3.80  1.59   61
  GLI   60.8792 -147.0959 GD 53 53  3.76  1.60   63
  BMR   60.9677 -144.6051 GD 52 52  4.14  1.68   64
  CRQ   60.7523 -143.0926 GD 46 46  4.24  1.79   65
 LOGN   60.8240 -141.0048 GD 35 35  4.32  1.84   66
 WAT7   62.8331 -148.8476 GD 52 52  4.11  1.68   79
  DHY   63.0753 -147.3759 GD 54 54  4.34  1.73   80
  PAX   62.9699 -145.4699 GD 48 48  4.36  1.75   81
 L26K   63.0254 -143.3478 GD 38 38  4.66  1.67   82
 GCSA   64.7461 -156.8792 GD 15 15  3.52  1.09   92
 H20K   65.4924 -154.8808 GD 23 23  3.72  1.30   93
  MLY   65.0304 -150.7442 GD 38 38  4.04  1.60   95
 I23K   65.1479 -149.3603 GD 36 36  4.17  1.63   96
 POKR   65.1171 -147.4335 GD 38 38  4.13  1.68   97
 J25K   64.6130 -145.3697 GD 35 35  4.39  1.78   98
 I26K   65.3064 -143.1541 GD 21 21  4.56  1.52   99
 F21K   67.2221 -153.4830 GD 20 20  3.66  1.10  111
 PS05   66.8133 -150.6646 GD 24 24  3.70  1.07  112
 G24K   66.7004 -147.4754 GD 26 26  3.81  1.21  114
 C21K   69.1565 -154.7833 GD 14 14  4.08  1.15  127
 D22K   68.8799 -152.6821 GD 18 18  4.24  1.09  128
