 PTHD   56.9517 -158.6502 GD 27 27  2.80  0.67   23
 Q18K   58.6484 -155.0086 GD 48 48  4.39  1.95   42
 AUSB   59.3330 -153.4284 GD 57 57  4.83  2.15   43
 SPNN   61.3662 -152.7012 GD 59 59  5.68  2.24   60
 CAPN   60.7683 -151.1539 GD 62 62  5.92  2.22   61
  GLI   60.8792 -147.0959 GD 55 55  6.71  2.26   63
  BMR   60.9677 -144.6051 GD 49 49  6.95  1.83   64
  CRQ   60.7523 -143.0926 GD 48 48  6.85  1.81   65
 LOGN   60.8240 -141.0048 GD 39 39  7.02  1.68   66
 BRWY   61.3704 -139.0338 GD 26 26  6.96  1.70   67
 L22K   62.5258 -150.7703 GD 43 43  5.72  2.57   78
 WAT7   62.8331 -148.8476 GD 61 61  5.78  2.40   79
  DHY   63.0753 -147.3759 GD 51 51  5.84  2.35   80
  PAX   62.9699 -145.4699 GD 52 52  6.28  2.23   81
 GCSA   64.7461 -156.8792 GD 14 14  4.67  1.83   92
 H20K   65.4924 -154.8808 GD 18 18  4.99  1.83   93
 I23K   65.1479 -149.3603 GD 34 34  5.09  2.33   96
 POKR   65.1171 -147.4335 GD 36 36  5.14  2.31   97
 J25K   64.6130 -145.3697 GD 32 32  5.25  2.38   98
 I26K   65.3064 -143.1541 GD 24 24  4.42  1.75   99
 PS05   66.8133 -150.6646 GD 24 24  4.68  1.54  112
 G24K   66.7004 -147.4754 GD 26 26  4.75  1.93  114
  FYU   66.5657 -145.2342 GD 26 26  4.49  1.75  115
 D22K   68.8799 -152.6821 GD 17 17  4.98  1.69  128
